None,None,ACCT,B225,001,BFT,3.000,NULL,Fundamentals of Accounting I,R,01:30 pm-04:00 pm,40,39,1,Virginia G Crews,04/27-04/27,LIBR2 267,
None,None,ACCT,B225,S81,BFT,3.000,NULL,Fundamentals of Accounting I,S,01:00 pm-05:00 pm,30,9,21,Virginia G Crews,01/07-02/24,SCITEC 222,
None,None,ACCT,B225,S81,BFT,3.000,NULL,Fundamentals of Accounting I,,None,30,9,21,Virginia G Crews,01/07-02/24,2WEB 1,
None,None,ACCT,B225,S81,BFT,3.000,NULL,Fundamentals of Accounting I,S,01:00 pm-03:30 pm,30,9,21,Virginia G Crews,02/25-02/25,SCITEC 222,
None,None,ACCT,B226,001,BFT,3.000,NULL,Fundamentals of Accounting II,TR,12:15 pm-01:30 pm,45,40,5,Virginia G Crews,01/09-04/24,LIBR2 267,
None,None,ACCT,B226,001,BFT,3.000,NULL,Fundamentals of Accounting II,T,10:45 am-01:15 pm,45,40,5,Virginia G Crews,05/02-05/02,LIBR2 267,
None,None,ACCT,B226,S82,BFT,3.000,NULL,Fundamentals of Accounting II,S,01:00 pm-05:00 pm,30,13,17,Virginia G Crews,03/11-04/24,SCITEC 122,
None,None,ACCT,B226,S82,BFT,3.000,NULL,Fundamentals of Accounting II,,None,30,13,17,Virginia G Crews,03/11-04/24,2WEB 1,
None,None,ACCT,B226,S82,BFT,3.000,NULL,Fundamentals of Accounting II,S,01:30 pm-04:00 pm,30,13,17,Virginia G Crews,04/29-04/29,SCITEC 122,
None,None,ACCT,B355,001,BFT,3.000,NULL,Cost Accounting,MW,03:20 pm-04:35 pm,35,15,20,Jane Lynn Lambert,01/09-04/24,LIBR2 243,
None,None,ACCT,B355,001,BFT,3.000,NULL,Cost Accounting,W,01:30 pm-04:00 pm,35,15,20,Jane Lynn Lambert,04/26-04/26,LIBR2 243,
None,None,ACCT,B426,001,BFT,3.000,NULL,Intermediate Accounting II,M,06:15 pm-09:15 pm,34,17,17,Jane Lynn Lambert,01/09-04/24,SCITEC 222,
None,None,ACCT,B426,001,BFT,3.000,NULL,Intermediate Accounting II,M,07:00 pm-09:30 pm,34,17,17,Jane Lynn Lambert,05/01-05/01,SCITEC 222,
None,None,ACCT,B429,001,BFT,2.000-6.000,NULL,Internship in Accounting,,None,5,3,2,Jane Lynn Lambert,01/09-04/24,None,
None,None,ACCT,B485,001,BFT,3.000,NULL,Auditing,TR,04:30 pm-05:45 pm,25,16,9,Virginia G Crews,01/09-04/24,SCITEC 222,
None,None,ACCT,B485,001,BFT,3.000,NULL,Auditing,R,04:15 pm-06:45 pm,25,16,9,Virginia G Crews,04/27-04/27,SCITEC 222,
None,None,ACCT,U225,01B,UPS,3.000,NULL,Financial Accounting,MW,01:00 pm-02:15 pm,30,17,13,Candy Ann Bianco,01/09-04/24,GEORGE 170,
None,None,ACCT,U225,02B,UPS,3.000,NULL,Financial Accounting,TR,01:00 pm-02:15 pm,29,28,1,Dale Gordon Shrader,01/09-04/24,GEORGE 280,
None,None,ACCT,U225,03B,UPS,3.000,NULL,Financial Accounting,MW,09:25 am-10:40 am,30,24,6,Dale Gordon Shrader,01/09-04/24,GEORGE 270,
None,None,ACCT,U225,04B,UPS,3.000,NULL,Financial Accounting,MW,10:50 am-12:05 pm,29,22,7,Candy Ann Bianco,01/09-04/24,GEORGE 170,
None,None,ACCT,U225,1SA,UPS,3.000,NULL,Financial Accounting,TR,01:00 pm-02:15 pm,1,1,0,Dale Gordon Shrader,01/09-04/24,GEORGE 280,
None,None,ACCT,U225,2SA,UPS,3.000,NULL,Financial Accounting,MW,10:50 am-12:05 pm,1,1,0,Candy Ann Bianco,01/09-04/24,GEORGE 170,
None,None,ACCT,U226,01B,UPS,3.000,NULL,Managerial Accounting,MW,10:50 am-12:05 pm,28,29,-1,Michael Heath Wooten,01/09-04/24,GEORGE 180,
None,None,ACCT,U226,02B,UPS,3.000,NULL,Managerial Accounting,MW,01:00 pm-02:15 pm,29,28,1,Michael Heath Wooten,01/09-04/24,GEORGE 180,
None,None,ACCT,U226,03B,UPS,3.000,NULL,Managerial Accounting,MW,03:50 pm-05:05 pm,30,24,6,Jon Marc Backman,01/09-04/24,GEORGE 170,
None,None,ACCT,U226,04B,UPS,3.000,NULL,Managerial Accounting,T,06:00 pm-08:40 pm,30,14,16,Jon Marc Backman,01/09-04/24,GEORGE 260,
None,None,ACCT,U226,1SA,UPS,3.000,NULL,Managerial Accounting,MW,10:50 am-12:05 pm,2,2,0,Michael Heath Wooten,01/09-04/24,GEORGE 180,
None,None,ACCT,U226,2SA,UPS,3.000,NULL,Managerial Accounting,MW,01:00 pm-02:15 pm,1,1,0,Michael Heath Wooten,01/09-04/24,GEORGE 180,
None,None,ACCT,U331,01B,UPS,3.000,NULL,Intermediate Accounting I,TR,01:00 pm-02:15 pm,30,22,8,Elizabeth Tupper Cole,01/09-04/24,GEORGE 180,
None,None,ACCT,U332,01B,UPS,3.000,NULL,Intermediate Accounting II,MW,09:25 am-10:40 am,30,19,11,Candy Ann Bianco,01/09-04/24,GEORGE 170,
None,None,ACCT,U333,01B,UPS,3.000,NULL,Accounting for Decision-Making and Control,TR,08:00 am-09:15 am,30,23,7,Rebecca Emery Goessel,01/09-04/24,GEORGE 260,
None,None,ACCT,U333,02B,UPS,3.000,NULL,Accounting for Decision-Making and Control,TR,09:25 am-10:40 am,38,36,2,Rebecca Emery Goessel,01/09-04/24,GEORGE 260,
None,None,ACCT,U333,03G,UPS,3.000,NULL,Accounting for Decision-Making and Control,M,06:00 pm-08:40 pm,30,22,8,Michael Heath Wooten,01/09-04/24,UCG 1,
None,None,ACCT,U347,01B,UPS,3.000,NULL,Legal Environment of Business,MW,01:00 pm-02:15 pm,48,49,-1,Christopher Wayne Edwards,01/09-04/24,GEORGE 280,
None,None,ACCT,U347,02B,UPS,3.000,NULL,Legal Environment of Business,MW,02:25 pm-03:40 pm,60,44,16,Christopher Wayne Edwards,01/09-04/24,GEORGE 280,
None,None,ACCT,U347,03G,UPS,3.000,NULL,Legal Environment of Business,M,06:00 pm-08:40 pm,30,12,18,Christopher Wayne Edwards,01/09-04/24,UCG 1,
None,None,ACCT,U432,01B,UPS,3.000,NULL,Advanced Federal Income Tax,TR,02:25 pm-03:40 pm,30,18,12,Dale Gordon Shrader,01/09-04/24,GEORGE 180,
None,None,ACCT,U433,01B,UPS,3.000,NULL,Accounting Control Systems,TR,09:25 am-10:40 am,40,30,10,Elizabeth Tupper Cole,01/09-04/24,GEORGE 160,
None,None,ACCT,U433,02B,UPS,3.000,NULL,Accounting Control Systems,TR,10:50 am-12:05 pm,40,5,35,Elizabeth Tupper Cole,01/09-04/24,GEORGE 160,
None,None,ACCT,U435,01B,UPS,3.000,NULL,Auditing,TR,10:50 am-12:05 pm,30,30,0,Rebecca Emery Goessel,01/09-04/24,GEORGE 250,
None,None,AERO,102,001,COL,1.000,NULL,The Foundation of the U.S. Air Force II,T,11:40 am-12:55 pm,25,9,16,Ray C Hammond,01/09-04/24,ROTC 202,
None,None,AERO,102,002,COL,1.000,NULL,The Foundation of the U.S. Air Force II,R,01:15 pm-02:30 pm,25,26,-1,Ray C Hammond,01/09-04/24,ROTC 1,
None,None,AERO,102L,001,COL,0.000,NULL,Initial Military Training Cadet Leadership Laboratory II,R,02:50 pm-04:50 pm,38,25,13,Bret J. Irwin,01/09-04/24,ROTC 122,
None,None,AERO,202,001,COL,1.000,NULL,The Evolution of the U.S. Air Force II,T,01:15 pm-02:30 pm,25,11,14,Bret J. Irwin,01/09-04/24,ROTC 202,
None,None,AERO,202,002,COL,1.000,NULL,The Evolution of the U.S. Air Force II,R,11:40 am-12:55 pm,25,5,20,Bret J. Irwin,01/09-04/24,ROTC 202,
None,None,AERO,202L,001,COL,0.000,NULL,Initial Field Training Preparation Cadet Leadership Laboratory II,R,02:50 pm-04:50 pm,37,14,23,Bret J. Irwin,01/09-04/24,ROTC 122,
None,None,AERO,302,001,COL,4.000,NULL,Air Force Leadership Studies II,TR,10:05 am-11:20 am,25,8,17,Ray C Hammond,01/09-04/24,ROTC 202,GLD: PCE Leadership
None,None,AERO,302L,001,COL,0.000,NULL,Intermediate Cadet Leader Leadership Laboratory II,R,02:50 pm-04:50 pm,20,7,13,Bret J. Irwin,01/09-04/24,ROTC 122,GLD: PCE Leadership
None,None,AERO,402,001,COL,4.000,NULL,Preparation for Active Duty,TR,08:30 am-09:45 am,25,7,18,Marc Alan Langohr,01/09-04/24,ROTC 202,
None,None,AERO,402L,001,COL,0.000,NULL,Senior Cadet Leader Leadership Laboratory II,R,02:50 pm-04:50 pm,20,6,14,Bret J. Irwin,01/09-04/24,ROTC 122,
None,None,AERO,499L,001,COL,0.000,NULL,Extended Cadet Leader Leadership Laboratory,R,02:50 pm-04:50 pm,5,0,5,None,01/09-04/24,ROTC 122,
None,None,AFAM,201,001,COL,3.000,NULL,Introduction to African American Studies: Social and Historical Foundations,MW,02:20 pm-03:35 pm,35,30,5,Carlina Maria De La Cova,01/09-04/24,CRRELL 203,GLD: PCE Leadership and GSS Global/Social Science
None,None,AFAM,201,4C,LAN,3.000,NULL,Introduction to African American Studies: Social and Historical Foundations,MW,11:00 am-12:15 pm,20,14,6,Adam L Biggs,01/09-04/24,FNDRS 130,GLD: PCE Leadership and GSS Global/Social Science
None,None,AFAM,201,E01,COL,3.000,NULL,Introduction to African American Studies: Social and Historical Foundations,,None,35,31,4,Larry D. Watson,01/09-04/24,3WEB 1,GLD: PCE Leadership and GSS Global/Social Science
