SUBJECT,COURSE_NUMBER,COURSE_SECTION_NUMBER,TITLE,CAMPUS,AUDIT,A,A_GF,B,B_GF,B+,B+_GF,C,C_GF,C+,C+_GF,D,D_GF,D+,D+_GF,F,F_GF,FN,Incomplete,IP,No Grade,NR,S,T,U,UN,W,WF,Num Grades Posted
SURG,G700,002,Surgery Clerkship,COL,0,1,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
SURG,G700,003,Surgery Clerkship,COL,0,2,0,7,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
THEA,120,001,Lab Theatre Production,COL,0,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,14
THEA,121,001,Theatre Running Crew Lab,COL,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17
THEA,170,001,Fundamentals of Acting,COL,0,38,0,3,0,2,0,2,0,0,0,2,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,51
THEA,170,002,Fundamentals of Acting,COL,1,42,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,52
THEA,170,E1A,Fundamentals of Acting,COL,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
THEA,170,E1B,Fundamentals of Acting,COL,0,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,22
THEA,200,E01,Understanding & Apprec Theatre,COL,0,9,0,2,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,17
THEA,200,E02,Understanding & Apprec Theatre,COL,0,26,0,6,0,11,0,1,0,5,0,1,0,3,0,2,0,1,0,0,0,0,0,0,0,0,2,0,58
THEA,200,E03,Understanding & Apprec Theatre,COL,0,28,0,5,0,7,0,0,0,6,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,49
THEA,200,E1A,Understanding & Apprec Theatre,COL,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24
THEA,200,E1B,Understanding & Apprec Theatre,COL,0,37,0,2,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45
THEA,240,E01,Beginning Voice & Speech,COL,0,13,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
THEA,270,001,Beginning Acting,COL,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14
THEA,270,002,Beginning Acting,COL,0,12,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
THEA,280,001,Elements of Design,COL,0,14,0,2,0,0,0,2,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,21
THEA,372,001,Acting from Phys Pt of View,COL,0,8,0,1,0,1,0,1,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,16
THEA,520,001,Playwright's Workshop,COL,1,11,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
THEA,562,001,History of the Theatre II,COL,0,7,0,4,0,1,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17
THEA,578,001,Play Direction I,COL,0,9,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
THEA,587,001,Film and Television Acting,COL,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,18
UNIV,101,001,The Student in the University,COL,0,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,19
UNIV,101,002,The Student in the University,COL,0,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
UNIV,101,003,The Student in the University,COL,0,12,0,2,0,2,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19
UNIV,101,005,The Student in the University,COL,0,10,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,15
UNIV,290,C04,Spcl Topics Rsdntl College,COL,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,45
UNIV,290,S2A,Spcl Topics Rsdntl College,COL,0,10,0,1,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,15
UNIV,290,S3A,Spcl Topics Rsdntl College,COL,0,5,0,2,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
UNIV,290,S4A,Spcl Topics Rsdntl College,COL,0,11,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
UNIV,290,S5A,Spcl Topics Rsdntl College,COL,0,6,0,1,0,2,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13
UNIV,290,S6A,Spcl Topics Rsdntl College,COL,0,10,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
UNIV,290,S7A,Spcl Topics Rsdntl College,COL,0,5,0,2,0,0,0,1,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,12
UNIV,290,SBA,Spcl Topics Rsdntl College,COL,0,8,0,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
UNIV,290,SCA,Spcl Topics Rsdntl College,COL,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
UNIV,401,002,Senior Capstone Experience,COL,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
UNIV,401,102,Senior Capstone Experience,COL,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
UNIV,401,103,Senior Capstone Experience,COL,0,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
UNIV,401,105,Senior Capstone Experience,COL,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13
UNIV,401,107,Senior Capstone Experience,COL,0,4,0,1,0,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,13
UNIV,401,109,Senior Capstone Experience,COL,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
UNIV,401,114,Senior Capstone Experience,COL,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14
UNIV,401,115,Senior Capstone Experience,COL,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11
UNIV,401,116,Senior Capstone Experience,COL,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12
UNIV,401,118,Senior Capstone Experience,COL,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
UNIV,401,119,Senior Capstone Experience,COL,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
UNIV,401,120,Senior Capstone Experience,COL,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
UNIV,401,124,Senior Capstone Experience,COL,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14
UNIV,401,125,Senior Capstone Experience,COL,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14
UNIV,401,127,Senior Capstone Experience,COL,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
UNIV,401,128,Senior Capstone Experience,COL,0,8,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
UNIV,401,129,Senior Capstone Experience,COL,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
UNIV,401,C01,Senior Capstone Experience,COL,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11
WGST,111,E01,Women in Culture,COL,0,31,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35
WGST,111,E02,Women in Culture,COL,0,28,0,4,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,35
WGST,111,E03,Women in Culture,COL,0,31,0,8,0,1,0,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,2,51
WGST,111,E04,Women in Culture,COL,0,26,0,3,0,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,35
WGST,111,Z01,Women in Culture,COL,0,9,0,4,0,2,0,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,26
WGST,111,Z02,Women in Culture,COL,0,4,0,1,0,7,0,3,0,3,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,24
WGST,112,E01,Women in Society,COL,0,27,0,0,0,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,35
WGST,112,E02,Women in Society,COL,0,32,0,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,38
WGST,112,E03,Women in Society,COL,0,36,0,8,0,2,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,50
WGST,112,E1A,Women in Society,COL,0,31,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,36
WGST,112,E1B,Women in Society,COL,0,29,0,2,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,35
WGST,112,E2A,Women in Society,COL,0,31,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35
WGST,112,E2B,Women in Society,COL,0,26,0,2,0,4,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35
WGST,112,H01,Women in Society,COL,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
WGST,112,J10,Women in Society,COL,0,9,0,1,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15
WGST,112,J11,Women in Society,COL,0,16,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
WGST,113,001,Women's Health,COL,0,77,0,5,0,5,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,90
WGST,113,002,Women's Health,COL,0,29,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,35
WGST,304,001,"Race,Class,Gender andSexuality",COL,0,17,0,0,0,3,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,25
WGST,304,E1B,"Race,Class,Gender andSexuality",COL,0,26,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29
WGST,304,Z01,"Race,Class,Gender andSexuality",COL,0,4,0,1,0,7,0,1,0,5,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,25
WGST,307,001,Feminist Theory,COL,0,1,0,2,0,6,0,2,0,2,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,17
WGST,320,001,Sexuality&Gndr Ancient Greece,COL,0,2,0,2,0,4,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
WGST,352,001,Gender and Politics,COL,0,8,0,10,0,5,0,2,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,33
ACCT,225,4B,Intro to Financial Accounting,LAN,0,8,0,6,0,0,0,7,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,24
ACCT,225,4D,Intro to Financial Accounting,LAN,0,5,0,4,0,4,0,7,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,24
ACCT,226,4K,Intro to Managerial Accounting,LAN,0,14,0,11,0,0,0,2,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,31
ACCT,324,4A,Survey of Commercial Law,LAN,0,12,0,6,0,1,0,4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,25
ACCT,324,4J,Survey of Commercial Law,LAN,0,13,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,24
AFAM,201,4C,Intro to AFAM: Soc & Hstrcl,LAN,0,2,0,3,0,1,0,1,0,1,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,17
ANTH,101,4D,"Primates, People, & Prehist",LAN,0,4,0,2,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15
ANTH,102,4HN,Understanding Other Cultures,LAN,0,15,0,14,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33
ANTH,102,4K,Understanding Other Cultures,LAN,0,3,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,11
ANTH,102,4L,Understanding Other Cultures,LAN,0,3,0,6,0,2,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14
ARTE,101,4J,Introduction to Art,LAN,0,11,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16
ARTE,101,4S,Introduction to Art,LAN,0,11,0,1,0,1,0,2,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,20
ARTE,530,4O,Art of Children,LAN,0,10,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,14
ARTH,106,4B,History of Western Art II,LAN,1,12,0,8,0,6,0,0,0,3,0,4,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,37
ARTS,103,4D,Fundamentals of Art,LAN,1,9,0,1,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16
ARTS,111,4Z,Basic Drawing I,LAN,0,5,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,12
ARTS,320,4U,Intermediate Ceramics I,LAN,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13
BIOL,102,4D,Biological Principles II,LAN,0,2,0,6,0,1,0,0,0,1,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,17
BIOL,102L,4N,Biological Principles II Lab,LAN,0,2,0,2,0,2,0,4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,15
BIOL,110,4B,General Biology,LAN,0,2,0,3,0,1,0,7,0,2,0,4,0,0,0,3,0,0,1,0,0,0,0,0,0,0,3,0,26
BIOL,120,4A,Human Biology,LAN,0,3,0,4,0,0,0,5,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,17
BIOL,120L,4E,Lab in Human Biology,LAN,0,4,0,3,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,13
BIOL,243,4C,Human Anat & Physiology I,LAN,0,2,0,2,0,1,0,1,0,0,0,2,0,0,0,4,0,3,0,0,0,0,0,0,0,0,7,1,23
BIOL,243,4D,Human Anat & Physiology I,LAN,0,1,0,1,0,0,0,4,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,18
BIOL,243,4HN,Human Anat & Physiology I,LAN,0,14,0,5,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
BIOL,243L,4E,Human Anat & Physiology Lab,LAN,0,8,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,15
BIOL,243L,4E1,Human Anat & Physiology Lab,LAN,0,3,0,5,0,1,0,2,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,6,0,21
BIOL,243L,4HN,Human Anat & Physiology Lab,LAN,0,14,0,5,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
BIOL,244,4C,Human Anatomy & Physiology II,LAN,0,4,0,10,0,2,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,23
BIOL,244,4D,Human Anatomy & Physiology II,LAN,0,9,0,13,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,27
BIOL,244,4HN,Human Anatomy & Physiology II,LAN,0,8,0,7,0,4,0,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,25
BIOL,244L,4E,Human Anatomy & Physiology Lab,LAN,0,19,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
BIOL,244L,4E1,Human Anatomy & Physiology Lab,LAN,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
BIOL,244L,4HN,Human Anatomy & Physiology Lab,LAN,0,8,0,7,0,4,0,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,25
BIOL,250,4K,Microbiology,LAN,0,6,0,8,0,1,0,3,0,5,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,26
BIOL,250L,4N,Microbiology Laboratory,LAN,0,13,0,2,0,1,0,2,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
BIOL,270,4K,Intro to Environmental Biology,LAN,0,7,0,2,0,0,0,3,0,1,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,19
BIOL,270L,4N,Intro to Environmntl Biol Lab,LAN,0,2,0,4,0,1,0,2,0,1,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,15
CHEM,101,4J,Fundamental Chemistry I,LAN,0,3,0,7,0,1,0,3,0,1,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,1,22
CHEM,102,4D,Fundamental Chemistry II,LAN,0,6,0,2,0,3,0,3,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,18
CHEM,107,4K,Forensic Chemistry,LAN,0,3,0,3,0,3,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,14
CHEM,111,4C,General Chemistry I,LAN,0,4,0,4,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,13
CHEM,111,4C1,General Chemistry I,LAN,0,2,0,1,0,0,0,2,0,2,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,11
CHEM,111L,4N,General Chemistry I Lab,LAN,0,5,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11
CHEM,112,4C,General Chemistry II,LAN,0,5,0,1,0,1,0,1,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,1,15
CHEM,112L,4N,General Chemistry II Lab,LAN,0,8,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,14
CHEM,332L,4S,Essentials of Org Chem Lab II,LAN,0,7,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
CHEM,334,4C,Organic Chemistry II,LAN,0,1,0,7,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
CRJU,101,4HN,The Amer Criminal Justice Syst,LAN,0,9,0,8,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
CRJU,313,4M,Criminal Courts,LAN,0,9,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
CRJU,322,4L,Drugs and Crime,LAN,0,19,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,21
CRJU,323,4Z,Violence in America,LAN,0,6,0,1,0,1,0,1,0,0,0,1,0,0,0,2,0,3,0,0,0,0,0,0,0,0,4,0,19
CRJU,341,4U,Sociology of Crime,LAN,0,17,0,5,0,1,0,2,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,29
CRJU,423,4U,Street Gangs,LAN,0,28,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,35
CRJU,491,4D,Special Topics,LAN,0,22,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,28
CSCE,101,4J,Intro to Computer Concepts,LAN,0,9,0,5,0,1,0,1,0,1,0,1,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,22
CSCE,101,4L,Intro to Computer Concepts,LAN,0,10,0,2,0,4,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,24
CSCE,101,4Z,Intro to Computer Concepts,LAN,0,5,0,4,0,0,0,3,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,1,20
CSCE,101,4Z2,Intro to Computer Concepts,LAN,0,12,0,3,0,1,0,1,0,2,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,1,0,24
CSCE,101,4Z3,Intro to Computer Concepts,LAN,0,5,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,9,0,0,0,0,0,0,0,0,2,0,20
CSCE,102,4K,General Applicat Programming,LAN,0,5,0,3,0,2,0,3,0,2,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18
CSCE,102,4M,General Applicat Programming,LAN,0,3,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,1,13
CSCE,102,4Z,General Applicat Programming,LAN,0,16,0,1,0,2,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,24
CSCE,102,4Z1,General Applicat Programming,LAN,0,12,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,1,22
CSCE,146,4D,Algorithmic Design II,LAN,0,5,0,2,0,3,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,13
CSCE,201,4O,Intro to Computer Security,LAN,0,18,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,22
CSCE,215,4F,UNIX/Linux Fundamentals,LAN,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13
ECON,221,4HN,Principles of Microeconomics,LAN,0,33,0,15,0,12,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65
ECON,221,4HO,Principles of Microeconomics,LAN,0,25,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29
ECON,221,4HP,Principles of Microeconomics,LAN,0,50,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59
ECON,221,4HQ,Principles of Microeconomics,LAN,0,0,0,2,0,2,0,6,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14
ECON,221,4J,Principles of Microeconomics,LAN,0,14,0,6,0,3,0,6,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,34
ECON,222,4A,Principles of Macroeconomics,LAN,0,17,0,10,0,4,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,35
ECON,222,4P,Principles of Macroeconomics,LAN,0,11,0,7,0,2,0,4,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,27
ECON,224,4W,Introduction to Economics,LAN,0,5,0,6,0,2,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,20
ENGL,101,4B,Critical Reading & Comp,LAN,0,1,0,3,0,2,0,1,0,1,0,3,0,0,0,2,0,1,0,0,0,0,0,0,0,0,2,0,16
ENGL,101,4B1,Critical Reading & Comp,LAN,0,3,0,5,0,0,0,4,0,2,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,19
ENGL,101,4C,Critical Reading & Comp,LAN,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,4,0,0,0,0,0,0,0,0,3,1,14
ENGL,101,4D,Critical Reading & Comp,LAN,0,5,0,4,0,4,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,18
ENGL,101,4E,Critical Reading & Comp,LAN,0,1,0,2,0,0,0,2,0,2,0,0,0,1,0,1,0,3,0,0,0,0,0,0,0,0,2,0,14
ENGL,101,4HN,Critical Reading & Comp,LAN,0,10,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
ENGL,101,4HO,Critical Reading & Comp,LAN,0,6,0,11,0,4,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
ENGL,101,4HP,Critical Reading & Comp,LAN,0,10,0,7,0,0,0,5,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,26
ENGL,101,4HQ,Critical Reading & Comp,LAN,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
ENGL,101,4K,Critical Reading & Comp,LAN,0,0,0,6,0,0,0,2,0,1,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,2,0,17
ENGL,102,4B,Rhetoric and Composition,LAN,0,4,0,2,0,3,0,4,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,18
ENGL,102,4C1,Rhetoric and Composition,LAN,0,2,0,5,0,4,0,2,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,17
ENGL,102,4D,Rhetoric and Composition,LAN,0,6,0,3,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,15
ENGL,102,4G,Rhetoric and Composition,LAN,0,7,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,13
ENGL,102,4HN,Rhetoric and Composition,LAN,0,7,0,2,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
ENGL,102,4HO,Rhetoric and Composition,LAN,0,4,0,4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
