SUBJECT,COURSE_NUMBER,COURSE_SECTION_NUMBER,TITLE,CAMPUS,AUDIT,A,A_GF,B,B_GF,B+,B+_GF,C,C_GF,C+,C+_GF,D,D_GF,D+,D+_GF,F,F_GF,FN,Incomplete,IP,No Grade,NR,S,T,U,UN,W,WF,Num Grades Posted
ARTS,107,E01,Color and Composition,COL,0,10,0,3,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,20
ARTS,111,001,Basic Drawing I,COL,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,19
ARTS,111,002,Basic Drawing I,COL,0,18,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20
ARTS,111,003,Basic Drawing I,COL,0,10,0,1,0,5,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,19
ARTS,111,004,Basic Drawing I,COL,0,17,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20
ARTS,111,E02,Basic Drawing I,COL,0,13,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,16
ARTS,210,001,Introduction to Painting,COL,0,9,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14
ARTS,210,E01,Introduction to Painting,COL,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13
ARTS,210,E02,Introduction to Painting,COL,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13
ARTS,211,001,Beginning Painting II,COL,0,5,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11
ARTS,215,001,Introduction to Printmaking,COL,0,8,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12
ARTS,215,E01,Introduction to Printmaking,COL,0,4,0,3,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,12
ARTS,220,001,Beginning Ceramics,COL,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12
ARTS,220,002,Beginning Ceramics,COL,0,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
ARTS,220,E01,Beginning Ceramics,COL,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
ARTS,220,E02,Beginning Ceramics,COL,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
ARTS,225,001,Intro to 3-Dimensional Studies,COL,0,10,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
ARTS,230,E02,Introduction to Drawing,COL,0,18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
ARTS,245,001,Graphic Design I,COL,0,9,0,3,0,4,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19
ARTS,246,001,Graphic Design II,COL,0,17,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
ARTS,246,002,Graphic Design II,COL,0,15,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20
ARTS,260,001,Photography for Non-Majors,COL,1,28,0,7,0,3,0,1,0,2,0,6,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,51
ARTS,261,001,Intro. to Photography,COL,1,8,0,2,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,16
ARTS,261,E02,Intro. to Photography,COL,0,9,0,2,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
ARTS,311,001,Intermediate Painting II,COL,0,4,0,0,0,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11
ARTS,331,001,Intermediate Drawing II,COL,0,11,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
ARTS,346,001,Series Development & Practice,COL,0,4,0,7,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
ARTS,360,001,Adv. Blk. & Wht. Photography,COL,0,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
ARTS,361,001,Digital Photography,COL,1,10,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16
ARTS,446,001,Structures,COL,0,6,0,6,0,3,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18
ARTS,447,001,Senior Project I,COL,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
ARTS,465,001,Advanced Illustration,COL,0,9,0,3,0,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,20
ARTS,559,001,Workshop: Jewelrymaking,COL,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,15
ASLG,121,E01,Elem Amer Sign Language,COL,0,19,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,22
ASTR,101,001,Introduction to Astronomy,COL,0,5,0,3,0,6,0,2,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,20
ASTR,101,002,Introduction to Astronomy,COL,0,11,0,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,20
ASTR,101,003,Introduction to Astronomy,COL,0,8,0,2,0,2,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,18
ASTR,101,004,Introduction to Astronomy,COL,0,5,0,5,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,17
ASTR,101,005,Introduction to Astronomy,COL,0,6,0,5,0,4,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,19
ASTR,101,006,Introduction to Astronomy,COL,0,6,0,6,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,19
ASTR,101,007,Introduction to Astronomy,COL,0,5,0,4,0,5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17
ASTR,101,008,Introduction to Astronomy,COL,0,6,0,4,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,17
ASTR,101,009,Introduction to Astronomy,COL,0,8,0,4,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16
ASTR,101,011,Introduction to Astronomy,COL,0,3,0,4,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11
ASTR,101,013,Introduction to Astronomy,COL,0,3,0,6,0,3,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,18
ASTR,101,014,Introduction to Astronomy,COL,0,6,0,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
ASTR,101,015,Introduction to Astronomy,COL,0,2,0,7,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14
ASTR,101,017,Introduction to Astronomy,COL,0,3,0,6,0,1,0,2,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,16
ASTR,201,001,Introduction to Astronomy II,COL,0,14,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,20
ATEP,266,002,Care & Prevention of Injuries,COL,0,26,0,24,0,12,0,6,0,10,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,5,0,94
ATEP,267,001,Clinical Fndtns Athletic Trng,COL,0,6,0,3,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,14
ATEP,267,002,Clinical Fndtns Athletic Trng,COL,0,10,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,16
ATEP,267,003,Clinical Fndtns Athletic Trng,COL,0,9,0,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16
ATEP,267,004,Clinical Fndtns Athletic Trng,COL,0,6,0,6,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
ATEP,267,005,Clinical Fndtns Athletic Trng,COL,0,0,0,6,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12
ATEP,275,002,Functnl Musculosketal Anatomy,COL,0,29,0,16,0,6,0,8,0,6,0,1,0,1,0,2,0,1,0,0,0,0,0,0,0,0,5,0,75
ATEP,275L,001,Functnl Musculoskeletal Antmy,COL,0,3,0,4,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,13
ATEP,275L,002,Functnl Musculoskeletal Antmy,COL,0,2,0,2,0,5,0,1,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,15
ATEP,275L,003,Functnl Musculoskeletal Antmy,COL,0,5,0,0,0,2,0,3,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,16
ATEP,275L,004,Functnl Musculoskeletal Antmy,COL,0,4,0,2,0,4,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,15
ATEP,275L,005,Functnl Musculoskeletal Antmy,COL,0,1,0,2,0,3,0,3,0,3,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16
ATEP,293,001,Athletic Trng Clinical Exp II,COL,0,5,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
ATEP,293,002,Athletic Trng Clinical Exp II,COL,0,4,0,4,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
ATEP,310,001,Emergency Medical Response,COL,0,7,0,9,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,21
ATEP,310L,003,Emergency Med Responder Lab,COL,0,10,0,3,0,5,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,22
ATEP,349,001,"Eval Head, Neck, Spne Injuries",COL,0,20,0,4,0,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34
ATEP,349L,002,"Eval Head, Neck, Spine Inj Lab",COL,0,8,0,2,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
ATEP,393,001,Athletic Training Clinical IV,COL,0,12,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
ATEP,393,002,Athletic Training Clinical IV,COL,0,11,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
ATEP,466,001,Therapeutic Exercise,COL,0,11,0,10,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28
ATEP,466L,001,Therapeutic Exercise Lab,COL,0,10,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
ATEP,466L,002,Therapeutic Exercise Lab,COL,0,10,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
ATEP,494,001,Athletic Training Sr Seminar,COL,0,19,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,24
ATEP,497,001,Med Concerns for Athl Trainers,COL,0,15,0,6,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28
ATEP,734,001,Evidence-Based Appr Eval,COL,0,2,0,8,0,10,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
ATEP,738,001,Adv Athletic Trng Pract,COL,0,17,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
BADM,301,800,Busn Careers Global Economy,COL,0,27,0,4,0,6,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
BADM,301,801,Busn Careers Global Economy,COL,0,36,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,40
BADM,301,802,Busn Careers Global Economy,COL,0,37,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,40
BADM,301,803,Busn Careers Global Economy,COL,0,35,0,2,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,40
BADM,301,804,Busn Careers Global Economy,COL,0,37,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,40
BADM,301,805,Busn Careers Global Economy,COL,0,32,0,3,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,40
BADM,301,806,Busn Careers Global Economy,COL,0,26,0,7,0,4,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,40
BADM,301,807,Busn Careers Global Economy,COL,0,26,0,4,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,39
BADM,301,808,Busn Careers Global Economy,COL,0,35,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,40
BADM,301,809,Busn Careers Global Economy,COL,0,27,0,7,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
BADM,301,810,Busn Careers Global Economy,COL,0,36,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
BADM,301,812,Busn Careers Global Economy,COL,0,15,0,2,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3,1,25
BADM,301,850,Busn Careers Global Economy,COL,0,24,0,4,0,3,0,2,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,36
BADM,301,851,Busn Careers Global Economy,COL,0,17,0,6,0,7,0,4,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,38
BADM,301,852,Busn Careers Global Economy,COL,0,23,0,3,0,8,0,2,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,40
BADM,301,853,Busn Careers Global Economy,COL,0,29,0,1,0,2,0,3,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,39
BADM,301,854,Busn Careers Global Economy,COL,0,36,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,39
BADM,301,855,Busn Careers Global Economy,COL,0,29,0,4,0,2,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,40
BADM,301,856,Busn Careers Global Economy,COL,0,30,0,1,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,35
BADM,301,857,Busn Careers Global Economy,COL,0,24,0,8,0,3,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,40
BADM,301,858,Busn Careers Global Economy,COL,0,33,0,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,39
BADM,301,860,Busn Careers Global Economy,COL,0,33,0,0,0,4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39
BADM,301,861,Busn Careers Global Economy,COL,0,17,0,5,0,1,0,2,0,1,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,3,0,34
BADM,301,863,Busn Careers Global Economy,COL,0,14,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,21
BADM,790,001,Special Topics in Business,COL,0,26,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34
BADM,790,005,Special Topics in Business,COL,0,12,0,4,0,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29
BADM,790,012,Special Topics in Business,COL,0,28,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
BADM,790,014,Special Topics in Business,COL,0,12,0,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
BADM,790,015,Special Topics in Business,COL,0,18,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
BADM,790,M00,Special Topics in Business,COL,0,8,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13
BADM,790,M20,Special Topics in Business,COL,0,30,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41
BIOL,101,001,Biological Principles I,COL,0,47,0,19,0,21,0,9,0,12,0,1,0,5,0,5,0,0,1,0,0,0,0,0,0,0,2,0,122
BIOL,101,002,Biological Principles I,COL,0,14,0,9,0,9,0,10,0,7,0,7,0,16,0,21,0,0,0,0,0,0,0,0,0,0,11,1,105
BIOL,101,003,Biological Principles I,COL,0,9,0,8,0,8,0,4,0,8,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,2,0,43
BIOL,101,004,Biological Principles I,COL,0,4,0,3,0,2,0,11,0,2,0,4,0,1,0,11,0,0,0,0,0,0,0,0,0,0,13,1,52
BIOL,101L,002,Biological Principles I Lab,COL,0,11,0,6,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,24
BIOL,101L,003,Biological Principles I Lab,COL,0,7,0,5,0,1,0,4,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,24
BIOL,101L,004,Biological Principles I Lab,COL,0,15,0,4,0,2,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,24
BIOL,101L,005,Biological Principles I Lab,COL,0,18,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22
BIOL,101L,006,Biological Principles I Lab,COL,0,4,0,6,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
BIOL,101L,007,Biological Principles I Lab,COL,0,13,0,4,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,24
BIOL,101L,008,Biological Principles I Lab,COL,0,17,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,23
BIOL,101L,009,Biological Principles I Lab,COL,0,7,0,3,0,3,0,2,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,20
BIOL,101L,010,Biological Principles I Lab,COL,0,14,0,3,0,0,0,2,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
BIOL,101L,011,Biological Principles I Lab,COL,0,6,0,5,0,2,0,3,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,24
BIOL,101L,012,Biological Principles I Lab,COL,0,19,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24
BIOL,102,E02,Biological Principles II,COL,0,73,0,30,0,18,0,9,0,9,0,2,0,4,0,2,0,0,1,0,0,0,0,0,0,0,5,0,153
BIOL,102,E03,Biological Principles II,COL,0,68,0,50,0,19,0,41,0,7,0,5,0,2,0,5,0,0,0,0,0,0,0,0,0,0,6,0,203
BIOL,102,E04,Biological Principles II,COL,0,138,0,49,0,44,0,22,0,24,0,6,0,4,0,8,0,1,0,0,0,0,0,0,0,0,5,0,301
BIOL,102,H01,Biological Principles II,COL,0,13,0,8,0,4,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,30
BIOL,102,H02,Biological Principles II,COL,0,17,0,15,0,10,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48
BIOL,102L,001,Biological Principles II Lab,COL,0,20,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,23
BIOL,102L,002,Biological Principles II Lab,COL,0,12,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,18
BIOL,102L,003,Biological Principles II Lab,COL,0,16,0,2,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
BIOL,102L,004,Biological Principles II Lab,COL,0,10,0,9,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
BIOL,102L,005,Biological Principles II Lab,COL,0,18,0,2,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
BIOL,102L,006,Biological Principles II Lab,COL,0,16,0,3,0,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,24
BIOL,102L,007,Biological Principles II Lab,COL,0,13,0,4,0,3,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24
BIOL,102L,008,Biological Principles II Lab,COL,0,20,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24
BIOL,102L,009,Biological Principles II Lab,COL,0,18,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
BIOL,102L,010,Biological Principles II Lab,COL,0,15,0,4,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
BIOL,102L,011,Biological Principles II Lab,COL,0,16,0,4,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
BIOL,102L,012,Biological Principles II Lab,COL,0,11,0,6,0,1,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24
BIOL,102L,013,Biological Principles II Lab,COL,0,19,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,24
BIOL,102L,014,Biological Principles II Lab,COL,0,18,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,24
BIOL,102L,015,Biological Principles II Lab,COL,0,12,0,3,0,3,0,1,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,23
BIOL,102L,016,Biological Principles II Lab,COL,0,10,0,5,0,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,22
BIOL,102L,017,Biological Principles II Lab,COL,0,16,0,4,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24
BIOL,102L,018,Biological Principles II Lab,COL,0,16,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
BIOL,102L,019,Biological Principles II Lab,COL,0,14,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
BIOL,102L,020,Biological Principles II Lab,COL,0,8,0,7,0,5,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,23
BIOL,102L,021,Biological Principles II Lab,COL,0,13,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,19
BIOL,102L,022,Biological Principles II Lab,COL,0,16,0,3,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24
BIOL,102L,023,Biological Principles II Lab,COL,0,14,0,2,0,4,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,24
BIOL,102L,024,Biological Principles II Lab,COL,0,15,0,4,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
BIOL,102L,025,Biological Principles II Lab,COL,0,14,0,7,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
BIOL,102L,026,Biological Principles II Lab,COL,0,19,0,2,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,24
BIOL,102L,027,Biological Principles II Lab,COL,0,19,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,23
BIOL,102L,028,Biological Principles II Lab,COL,0,16,0,2,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,24
BIOL,102L,H01,Biological Principles II Lab,COL,0,18,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
BIOL,102L,H02,Biological Principles II Lab,COL,0,23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
BIOL,102L,H03,Biological Principles II Lab,COL,0,10,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
BIOL,110,E01,General Biology,COL,0,9,0,3,0,0,0,7,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,23
BIOL,110,E02,General Biology,COL,0,10,0,4,0,1,0,2,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24
BIOL,110,E03,General Biology,COL,0,9,0,3,0,4,0,1,0,1,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,2,0,24
BIOL,110,E04,General Biology,COL,0,10,0,3,0,4,0,2,0,2,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,24
BIOL,110,E05,General Biology,COL,0,3,0,1,0,0,0,1,0,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,12
BIOL,110,E06,General Biology,COL,0,9,0,2,0,2,0,3,0,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,22
BIOL,110,E07,General Biology,COL,0,5,0,2,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12
BIOL,110,E08,General Biology,COL,0,6,0,2,0,2,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,24
BIOL,110,E10,General Biology,COL,0,10,0,5,0,2,0,1,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24
BIOL,243,001,Human Anat & Physiology I,COL,0,14,0,7,0,10,0,9,0,6,0,10,0,10,0,0,0,2,0,0,0,0,0,0,0,0,11,0,79
BIOL,243,E01,Human Anat & Physiology I,COL,0,14,0,15,0,10,0,7,0,7,0,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,1,64
BIOL,243,Z1A,Human Anat & Physiology I,COL,0,7,0,2,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,15
